#K-Path(1/A)         Spin-Up(eV)   Spin-down(eV)
# NKPTS & NBANDS: 120 128
# Band-Index    1
   1.63998    -10.874771    -10.874797
   1.61165    -10.726916    -10.726941
   1.58331    -10.575638    -10.575662
   1.55498    -10.421237    -10.421261
   1.52664    -10.264124    -10.264147
   1.49831    -10.104794    -10.104817
   1.46997     -9.943891     -9.943912
   1.44164     -9.782317     -9.782338
   1.41330     -9.621306     -9.621325
   1.38497     -9.462836     -9.462855
   1.35664     -9.310048     -9.310065
   1.32830     -9.168305     -9.168320
   1.29997     -9.046895     -9.046910
   1.27163     -8.960933     -8.960946
   1.24330     -8.929040     -8.929052
   1.24330     -8.929040     -8.929052
   1.17786     -8.926807     -8.926819
   1.11242     -8.920524     -8.920536
   1.04699     -8.911911     -8.911922
   0.98155     -9.135866     -9.135899
   0.91611     -9.369327     -9.369362
   0.85068     -9.549493     -9.549529
   0.78524     -9.662272     -9.662310
   0.71980     -9.689893     -9.689932
   0.65437     -9.614554     -9.614594
   0.58893     -9.426869     -9.426907
   0.52349     -9.627309     -9.627317
   0.45806     -9.969780     -9.969790
   0.39262    -10.362217    -10.362228
   0.32718    -10.786553    -10.786567
   0.26175    -11.227970    -11.227985
   0.19631    -11.675414    -11.675431
   0.13087    -12.121039    -12.121057
   0.06544    -12.559317    -12.559336
   0.00000    -12.986287    -12.986308
 
# Band-Index    7
   0.00000    -12.986287    -12.986308
   0.06544    -12.559317    -12.559336
   0.13087    -12.121039    -12.121057
   0.19631    -11.675414    -11.675431
   0.26175    -11.227970    -11.227985
   0.32718    -10.786553    -10.786567
   0.39262    -10.362217    -10.362228
   0.45806     -9.969780     -9.969790
   0.52349     -9.627309     -9.627317
   0.58893     -9.351675     -9.351682
   0.65437     -9.151389     -9.151396
   0.71980     -9.021711     -9.021718
   0.78524     -8.947934     -8.947942
   0.85068     -8.912897     -8.912906
   0.91611     -8.901885     -8.901895
   0.98155     -8.904074     -8.904085
   1.04699     -8.911911     -8.911922
   1.11242     -8.920524     -8.920536
   1.17786     -8.926807     -8.926819
   1.24330     -8.929040     -8.929052
   1.24330     -8.929040     -8.929052
   1.27163     -8.960933     -8.960946
   1.29997     -9.046895     -9.046910
   1.32830     -9.168305     -9.168320
   1.35664     -9.310048     -9.310065
   1.38497     -9.462836     -9.462855
   1.41330     -9.621306     -9.621325
   1.44164     -9.782317     -9.782338
   1.46997     -9.943891     -9.943912
   1.49831    -10.104794    -10.104817
   1.52664    -10.264124    -10.264147
